Date,Close,Volatility,MA_25,MA_100,Decline_Since_Last_Peak,Days_Since_Last_Peak,One_Week_Growth,RSI,Price_to_MA25,Price_to_MA100,Target
2023-11-01,137.0,0.02717228431783614,137.0,137.0,-0.46062992125984253,0,,50.0,1.0,1.0,0
2023-11-02,138.07000732421875,0.016867270308912122,137.53500366210938,137.53500366210938,-0.4564172939991388,0,,50.0,1.0038899454528953,1.0038899454528953,0
2023-11-03,138.60000610351562,0.014677375813343706,137.89000447591147,137.89000447591147,-0.45433068463182824,0,,50.0,1.0051490434734751,1.0051490434734751,0
2023-11-06,139.74000549316406,0.01707981558813584,138.3525047302246,138.3525047302246,-0.4498424980584092,0,,50.0,1.0100287361305453,1.0100287361305453,0
2023-11-07,142.7100067138672,0.020419744253798548,139.22400512695313,139.22400512695313,-0.43814957986666464,0,,50.0,1.0250387968923556,1.0250387968923556,0
2023-11-08,142.0800018310547,0.013289458489626435,139.70000457763672,139.70000457763672,-0.4406299140509658,1,0.037080305336165686,50.0,1.0170364865814683,1.0170364865814683,0
2023-11-09,140.60000610351562,0.01978592785564812,139.82857622419084,139.82857622419084,-0.44645666888379676,2,0.018324028717952245,50.0,1.0055169687066536,1.0055169687066536,0
2023-11-10,143.55999755859375,0.02662672686605932,140.2950038909912,140.2950038909912,-0.43480315921813484,0,0.03578637255884165,50.0,1.0232723445386511,1.0232723445386511,0
2023-11-13,142.58999633789062,0.018018000602490186,140.5500030517578,140.5500030517578,-0.4386220616618479,3,0.020394953003390226,50.0,1.0145143596004162,1.0145143596004162,0
2023-11-14,145.8000030517578,0.017793116076239224,141.07500305175782,141.07500305175782,-0.4259842399537094,0,0.0216522751910877,50.0,1.0334928222419848,1.0334928222419848,0
2023-11-15,143.1999969482422,0.031959724100835425,141.26818431507456,141.26818431507456,-0.4362204844557394,1,0.0078828484146507,50.0,1.013674789143315,1.013674789143315,0
2023-11-16,142.8300018310547,0.02696758890781032,141.3983357747396,141.3983357747396,-0.437677158145454,2,0.01586056636368305,50.0,1.0101250559171777,1.0101250559171777,0
2023-11-17,145.17999267578125,0.018856037938829222,141.6892324594351,141.6892324594351,-0.4284252256859006,3,0.011284446536203863,50.0,1.02463673601553,1.02463673601553,0
2023-11-20,146.1300048828125,0.013091773522695253,142.00643048967635,142.00643048967635,-0.42468502014640747,0,0.02482648597965631,71.5025910459776,1.0290379413024957,1.0290379413024957,0
2023-11-21,143.89999389648438,0.017719428718416554,142.1326680501302,142.1326680501302,-0.4334645909587229,1,-0.013031612589191388,64.70585557107884,1.0124343394843671,1.0124343394843671,0
2023-11-22,146.7100067138672,0.021927080364851487,142.41875171661377,142.41875171661377,-0.4224015483706016,0,0.024511241902425818,67.14283724763231,1.0301312498918134,1.0301312498918134,0
2023-11-24,146.74000549316406,0.012815198794358013,142.67294311523438,142.67294311523438,-0.42228344294029896,0,0.027375226576936473,66.47771323516238,1.0285061924785892,1.0285061924785892,0
2023-11-27,147.72999572753906,0.016132241874304315,142.95389048258463,142.95389048258463,-0.4183858435923659,0,0.017564424716927318,66.2728803972876,1.0334101102728386,1.0334101102728386,0
2023-11-28,147.02999877929688,0.014083599022930852,143.16842249820107,143.16842249820107,-0.4211417370893824,1,0.006158857636432202,59.694769621879495,1.026972262554226,1.026972262554226,0
2023-11-29,146.32000732421875,0.017382427861587876,143.32600173950195,143.32600173950195,-0.42393697903850885,2,0.01681732821667259,59.48122848261719,1.0208894795667187,1.0208894795667187,0
2023-11-30,146.08999633789062,0.017960700078665615,143.45762052990142,143.45762052990142,-0.4248425341027928,3,-0.004226094660235269,63.00328305863678,1.0183495013946682,1.0183495013946682,0
2023-12-01,147.02999877929688,0.011643814713987585,143.62000135941938,143.62000135941938,-0.4211417370893824,4,0.0019762387575099627,59.088518436811604,1.0237431930622514,1.0237431930622514,0
2023-12-04,144.83999633789062,0.017487150051097244,143.6730446193529,143.6730446193529,-0.4297637939453125,7,-0.019562712199481247,55.53913562197322,1.008122273190698,1.008122273190698,0
2023-12-05,146.8800048828125,0.03789621961515963,143.80666796366373,143.80666796366373,-0.42173226424089566,8,-0.0010201584556192023,52.82131698928777,1.021371310264454,1.021371310264454,0
2023-12-06,144.52000427246094,0.024190319012907933,143.83520141601562,143.83520141601562,-0.43102360522653177,9,-0.012301824505580594,53.49207835741367,1.004761024072714,1.004761024072714,0
2023-12-07,146.8800048828125,0.01765310939993648,144.23040161132812,143.95230924166165,-0.42173226424089566,10,0.005407684062738172,59.693626743819976,1.0183706295058688,1.020337955372678,0
2023-12-08,147.4199981689453,0.016772082162938656,144.60440124511717,144.0807421648944,-0.4196063064214752,11,0.002652515764717256,55.87002540728022,1.0194710319989186,1.0231762826445556,0
2023-12-11,145.88999938964844,0.017506542548722633,144.8960009765625,144.1453584943499,-0.42562992366280145,14,0.007249399877836904,49.38961021825635,1.0068600817578583,1.0121033442458498,0
2023-12-12,147.47999572753906,0.015118175396168044,145.2056005859375,144.2603459851495,-0.41937009556086985,15,0.00408490485280999,59.41114886140738,1.0156632742292575,1.02231832816151,0
2023-12-13,148.83999633789062,0.017823382910320512,145.45080017089845,144.41300099690756,-0.4140157624492495,0,0.0298920006761505,56.061441621861505,1.0233013236297774,1.0306551024521529,0
2023-12-14,147.4199981689453,0.03348222009539771,145.66440002441405,144.51000090568297,-0.4196063064214752,1,0.0036764247561378305,51.79323043840066,1.0120523487155202,1.02013699567521,0
2023-12-15,149.97000122070312,0.018129143771970887,146.03919982910156,144.68062591552734,-0.40956692432794045,0,0.01729753821347546,55.45810191708948,1.0269160704536966,1.0365589744425354,0
2023-12-18,154.07000732421875,0.0318809984696618,146.45960021972655,144.96515262488163,-0.3934251680148868,0,0.05606969613265167,64.71572866418052,1.0519625008744709,1.0628071956223664,0
2023-12-19,153.7899932861328,0.015738295154405314,146.90760009765626,145.22470676197725,-0.3945275854876661,1,0.042785447120917475,65.90032888518769,1.046848448847449,1.0589795408448925,1
2023-12-20,152.1199951171875,0.02661875400056724,147.16039978027345,145.42171500069753,-0.40110238142839566,2,0.022037079145384775,62.09384911623967,1.0337019697168481,1.0460610722164694,0
2023-12-21,153.83999633789062,0.012198271884940173,147.58599975585938,145.6555561489529,-0.3943307230791708,3,0.04354903166928481,63.24385791236679,1.042375269960408,1.0561903740944012,0
2023-12-22,153.4199981689453,0.010665275047678132,148.009599609375,145.86540593327703,-0.39598425917738067,4,0.023004580383813034,67.91979007389098,1.0365543760259428,1.0517915278631862,0
2023-12-26,153.41000366210938,0.006186487127806173,148.33880004882812,146.0639479787726,-0.3960236076294906,8,-0.004283790684325051,64.9018660151794,1.0341866296047426,1.0502934213746185,0
2023-12-27,153.33999633789062,0.010810130818580984,148.62719970703125,146.25051332131412,-0.39629922701617865,9,-0.002926048298896422,72.47703211265679,1.0317088436043274,1.0484749274076108,0
2023-12-28,153.3800048828125,0.007351059548783754,149.00640014648437,146.42875061035156,-0.3961417130597933,10,0.008282998988097034,68.78610728416774,1.029351791144733,1.047471922306831,0
2023-12-29,151.94000244140625,0.018680604156330525,149.21559997558595,146.56317138671875,-0.40181101401021163,11,-0.012350454639320607,62.41757541561274,1.0182581611189854,1.0366860992691016,0
2024-01-02,149.92999267578125,0.026329719347619778,149.34319946289062,146.6433337983631,-0.4097244382843258,15,-0.022748048069462845,60.81366426648914,1.0039291592452888,1.022412603370961,0
2024-01-03,148.47000122070312,0.018230571557227977,149.3727996826172,146.68581443609193,-0.41547243613896406,16,-0.03220130580458602,52.6684735891815,0.9939560718964074,1.0121633219372315,0
2024-01-04,144.57000732421875,0.022872463183021836,149.27440002441406,146.6377279108221,-0.4308267428180364,17,-0.057193095233593616,39.87675776106315,0.9684849331203079,0.9858991228515159,0
2024-01-05,145.24000549316406,0.014237317878462044,149.23119995117187,146.60666741265192,-0.42818895475132257,18,-0.05307079886891175,44.64112635821048,0.973254959691313,0.9906780370660693,0
2024-01-08,149.10000610351562,0.022148016071536828,149.35160034179688,146.6608704276707,-0.4129921019546629,21,-0.01869156438236752,47.9907756671572,0.9983154232180608,1.0166311277761566,0
2024-01-09,151.3699951171875,0.02359603557469405,149.5252001953125,146.76106457000083,-0.40405513733390747,22,0.00960449884447212,43.18867000686723,1.0123376856841877,1.0314043139485973,0
2024-01-10,153.72999572753906,0.016703888773601152,149.88080017089842,146.90625063578287,-0.3947637963482714,23,0.035427995309415206,49.86301923444056,1.0256817120822126,1.0464496579432414,0
2024-01-11,155.17999267578125,0.026122311836555372,150.21279968261717,147.0751025141502,-0.3890551469457431,0,0.07338994821912204,57.057192325558475,1.0330677079693555,1.0551071528972844,0
2024-01-12,154.6199951171875,0.014093586781699547,150.61679931640626,147.22600036621094,-0.3912598617433563,1,0.06458268568755265,51.900582838463464,1.0265786805917418,1.0502220717304327,0
2024-01-16,153.16000366210938,0.01849808909828934,150.8679992675781,147.34235337201287,-0.39700785959799456,5,0.02723002945938857,49.397043784126176,1.0151921176502525,1.0394838969037503,0
2024-01-17,151.7100067138672,0.014786389551461722,151.039599609375,147.42634670551007,-0.40271650900052286,6,0.0022462284973745472,46.30435200855555,1.0044386181254852,1.0290562718542697,0
2024-01-18,153.5,0.01282968776764931,151.34399963378905,147.5409439374816,-0.3956692913385827,7,-0.0014961018274318727,50.32363238620091,1.0142456943878044,1.0403891686164315,0
2024-01-19,155.33999633789062,0.019631989714130067,151.65839965820314,147.68537083378544,-0.38842521126814716,0,0.0010310843514709234,53.695313956405364,1.0242755870296985,1.051830627914529,0
2024-01-22,154.77999877929688,0.020077819921779375,151.89599975585938,147.8143640691584,-0.39062992606576036,3,0.0010348186985007501,55.538224406965256,1.0189866686948499,1.0471242071364557,0
2024-01-23,156.02000427246094,0.014724016456039218,152.24,147.96089335850306,-0.38574801467535064,0,0.018673286380046727,62.24371532330353,1.024829245089733,1.0544678443812243,0
2024-01-24,156.8699951171875,0.012864377313294748,152.51599975585938,148.11719338935717,-0.3824015940268209,0,0.03401218228835967,67.31247248254607,1.0285477941219137,1.059093758985979,0
2024-01-25,157.75,0.025230911322566142,152.66319946289062,148.28327626195448,-0.37893700787401574,0,0.027687296416938123,81.0264069506646,1.0333204109111174,1.063842153860438,0
2024-01-26,159.1199951171875,0.01773764418048445,152.87639953613282,148.46694946289062,-0.3735433263102854,0,0.024333712298246324,81.63176171204786,1.0408408073450146,1.0717536508484644,0
2024-01-29,161.25999450683594,0.014999368925428436,153.24199951171875,148.6801668802897,-0.36511813186285064,0,0.041865846870686285,80.0692759605625,1.0523224378477523,1.0846099913021683,0
2024-01-30,159.0,0.020161731772891864,153.44839965820313,148.8493444724161,-0.37401574803149606,1,0.019100087462727178,68.87684223242329,1.0361789393318062,1.0681941567399038,0
2024-01-31,155.1999969482422,0.026751572918740047,153.519599609375,148.95177435105848,-0.38897638996755046,2,-0.010645746292640368,53.39492773030591,1.01094581632015,1.0419479568095478,0
2024-02-01,159.27999877929688,0.026560592284203693,153.7543994140625,149.11571442134797,-0.37291339063268947,3,0.00969888291154919,58.443186702966045,1.0359378293323098,1.0681637371177946,0
2024-02-02,171.80999755859375,0.030557350282773253,154.49319946289063,149.47031259536743,-0.32358268677719,0,0.07975114901216784,73.7103681559538,1.1120877692733824,1.1494590101226476,0
2024-02-05,170.30999755859375,0.016745042036530187,155.17039916992186,149.79092313326322,-0.3294881985882136,3,0.05612057149967331,73.62910482277258,1.0975675674591325,1.136984765138776,0
2024-02-06,169.14999389648438,0.018064896560651456,155.858798828125,150.0842423872514,-0.3340551421398253,4,0.06383643960053065,74.22221468701456,1.0852771557864782,1.1270336659330231,0
2024-02-07,170.52999877929688,0.011446793074771219,156.68279907226562,150.38940293041628,-0.3286220520500123,5,0.09877578693617561,73.92526065135614,1.0883772806525152,1.1339229723400088,0
2024-02-08,169.83999633789062,0.015030874651988968,157.53759887695313,150.6754410687615,-0.3313385970949188,6,0.06629832772177502,71.05110187589165,1.0780918177542267,1.1271909684364771,0
2024-02-09,174.4499969482422,0.025863068032773273,158.73279846191406,151.01999984962353,-0.3131889883927473,0,0.015365807736235526,75.55208542700619,1.0990167037853822,1.1551449948480255,1
2024-02-12,172.33999633789062,0.022025206157322827,159.81679809570312,151.32457122802734,-0.32149607740987945,3,0.011919434022647168,70.73169691610418,1.0783597118163275,1.1388764887243306,0
2024-02-13,168.63999938964844,0.0310021885214203,160.59839782714843,151.56845049790934,-0.33606299452894317,4,-0.003015043010572316,63.94219663627079,1.050072738403998,1.1126326015450991,0
2024-02-14,170.97999572753906,0.0173158076846184,161.3827978515625,151.8380552927653,-0.32685041052149977,5,0.0026388140002544525,65.14769439233363,1.0594685307464053,1.1260681348813735,0
2024-02-15,169.8000030517578,0.020987230581697273,162.02559814453124,152.08410937165561,-0.3314960509773314,6,-0.00023547625409303663,62.28151907085617,1.0479825718667712,1.116487473630851,0
2024-02-16,169.50999450683594,0.01926039998932952,162.59879821777344,152.3195943059148,-0.3326378169022207,7,-0.02831758399440909,59.90871851111183,1.0425045963734991,1.1128574447644364,0
2024-02-20,167.0800018310547,0.017696485659893298,163.09719848632812,152.51639973958333,-0.3422047172005721,11,-0.030521031789528252,59.66507325495865,1.0244198145749293,1.095488761315755,0
2024-02-21,168.58999633789062,0.0182904954021315,163.7143981933594,152.72789443166633,-0.3362598569374385,12,-0.0002965076609273698,66.94507877915768,1.0297811200379137,1.1038585778010666,0
2024-02-22,174.5800018310547,0.017504325086417985,164.62919799804686,153.01168803425577,-0.312677158145454,0,0.02105513038643614,68.469342984217,1.0604437363117438,1.1409586030576322,0
2024-02-23,174.99000549316406,0.011762698336679912,165.48879821777345,153.29346133501102,-0.3110629704993541,0,0.030565384853522337,55.42663413541784,1.0574129933730474,1.1415360053142576,0
2024-02-26,174.72999572753906,0.012009110113833,166.26439819335937,153.5648098716253,-0.3120866309939407,3,0.030794651583170296,57.87597318239139,1.050916477767745,1.1378257549604438,0
2024-02-27,173.5399932861328,0.010110262455902425,167.01479797363282,153.81449966430665,-0.3167716799758551,4,0.038664061433338004,57.814164430902814,1.039069563845056,1.128242094632666,0
2024-02-28,173.16000366210938,0.01032242376534241,167.70039794921874,154.05333304699556,-0.31826770211767963,5,0.027107227139737677,54.85419940632094,1.0325557111351868,1.1240263370951222,0
2024-02-29,176.75999450683594,0.025258628148299454,168.4959979248047,154.33024355260338,-0.30409450981560654,0,0.012487069841429443,61.533336147733635,1.0490456549936529,1.145336069184569,0
2024-03-01,178.22000122070312,0.015049439339860325,169.3147979736328,154.61807195824312,-0.29834645188699555,0,0.018458172616408364,57.02049452132566,1.0525955401042804,1.1526466406128388,0
2024-03-04,177.5800018310547,0.014927020304770097,170.0531982421875,154.8914282662528,-0.30086613452340677,3,0.016310914972834434,60.323104088671755,1.0442614644515396,1.1464804981060737,0
2024-03-05,174.1199951171875,0.020516530686096175,170.56759826660155,155.1176466997932,-0.3144882082000492,4,0.0033421796329009545,60.89895755883647,1.0208269148811808,1.1225028152610546,0
2024-03-06,173.50999450683594,0.018229533607279923,171.147998046875,155.33151120917742,-0.31688978540615775,5,0.0020211991067493607,55.403670191200874,1.013800900313856,1.1170302352442734,0
2024-03-07,176.82000732421875,0.024423750087168766,172.01279846191406,155.5785054173963,-0.30385823888102853,6,0.0003395158364325468,63.743143558544645,1.0279468092216932,1.1365323689788276,0
2024-03-08,175.35000610351562,0.025277666024512997,172.65559875488282,155.80318156155673,-0.3096456452617495,7,-0.016103664558016484,60.92815867303439,1.0156056760861722,1.1254584427997454,0
2024-03-11,171.9600067138672,0.017210716780553907,172.66159912109376,155.98471892281864,-0.322992099551704,10,-0.03164768025249953,58.81503033563796,0.9959366042548088,1.102415723164223,0
2024-03-12,175.38999938964844,0.02755042524090418,172.86479919433594,156.20033315022786,-0.30948819137933686,11,0.00729384509576958,61.4864833516937,1.014607949143386,1.1228529149228168,0
2024-03-13,176.55999755859375,0.011768005328345037,173.1611993408203,156.42406572614397,-0.30488189937561516,12,0.017578255710437807,53.99514650091781,1.0196279433886564,1.128726559682334,0
2024-03-14,178.75,0.017220988893861894,173.48999938964843,156.66673892477283,-0.296259842519685,0,0.010915012984036299,57.078299496104016,1.0303187539849943,1.1409569205741301,0
2024-03-15,174.4199981689453,0.022814757660902955,173.67319946289064,156.85763418546287,-0.31330709382304994,1,-0.005303723422862561,49.49396423575548,1.0043000227344476,1.1119637184041506,0
2024-03-18,174.47999572753906,0.013708780547630812,173.6743994140625,157.04510611676156,-0.3130708829624446,4,0.014654506369408349,51.59322447695974,1.0046385438279588,1.11101835671221,0
2024-03-19,175.89999389648438,0.014751418019874786,173.81679931640625,157.243578619706,-0.307480338990219,5,0.002907774152521192,54.48590286139688,1.0119850013823233,1.1186465955592308,0
2024-03-20,178.14999389648438,0.022084701959395197,174.1971990966797,157.4613537788391,-0.29862207127368356,6,0.009005416628208529,52.38094989171442,1.0226914945837382,1.1313886844050847,0
2024-03-21,178.14999389648438,0.01816769916474685,174.4839990234375,157.67463872850556,-0.29862207127368356,7,-0.003356677502185268,49.87376975030182,1.0210104931888595,1.1298582659398675,0
2024-03-22,178.8699951171875,0.01412092549556083,174.8467987060547,157.89091787532885,-0.2957874207984744,0,0.025513111999530436,52.31929646096117,1.0230098374171348,1.1328707029141714,0
2024-03-25,179.7100067138672,0.021066232884221523,175.25479919433593,158.11131271208174,-0.29248028852808194,0,0.029974845910101244,61.09568810790543,1.025421315364899,1.1366043556991796,0
2024-03-26,178.3000030517578,0.013877324922012043,175.70359924316406,158.3131996154785,-0.29803148404819757,1,0.013644168496593778,59.21509180511507,1.0147771805459742,1.1262484965550854,0
2024-03-27,179.8300018310547,0.014954427220294561,176.15319946289063,158.74149963378906,-0.2920078668068713,0,0.009430300264542835,56.21642641906384,1.0208727538266407,1.1328480721545156,0
2024-03-28,180.3800048828125,0.01354277885443647,176.38519958496093,159.164599609375,-0.2898425004613681,0,0.012517603495534768,60.7986194371612,1.022648188778035,1.133292235368322,0
2024-04-01,180.97000122070312,0.016870419630640905,176.6243994140625,159.5882995605469,-0.28751968023345226,0,0.01174040454431613,71.98631549865098,1.0246036324599366,1.133980384019595,0
2024-04-02,180.69000244140625,0.013458358768907962,176.86279968261718,159.99779953002928,-0.28862203763225885,1,0.005453206226292195,65.28258220073127,1.0216393880774082,1.1293280468366276,0
2024-04-03,182.41000366210938,0.017064992604703372,177.21760009765626,160.39479949951172,-0.28185037928303397,0,0.023051040605750917,66.34991982532155,1.0292995930516597,1.1372563464108116,0
2024-04-04,180.0,0.027717424475628395,177.49119995117186,160.77399948120117,-0.29133858267716534,1,0.0009453270712025397,53.45112894718661,1.0141347855528517,1.1195840159530699,0
2024-04-05,185.07000732421875,0.023577162718691456,177.8236004638672,161.2186994934082,-0.2713779239203986,0,0.026000678093191176,78.24932914020667,1.0407505350327444,1.14794380494172,0
2024-04-08,185.19000244140625,0.013269105449584028,178.1024005126953,161.63499954223633,-0.270905502199188,0,0.023318788706624405,78.31833949682357,1.0397950948909627,1.145729594245551,0
2024-04-09,185.6699981689453,0.016769917205343574,178.42600036621093,162.06579956054688,-0.2690157552403728,0,0.027560992087284797,77.18418284037385,1.0405994518056025,1.1456457727194937,0
2024-04-10,185.9499969482422,0.01969691973169177,178.89920043945312,162.4672994995117,-0.2679133978415662,0,0.019406793569777037,74.37498629094478,1.039412118620258,1.144537993313547,0
2024-04-11,189.0500030517578,0.022812518155253803,179.52080078125,162.92579956054686,-0.2557086494025283,0,0.0502777947319879,78.53402346655334,1.0530813266709933,1.1603441785258977,1
2024-04-12,186.1300048828125,0.01757938967770401,179.89320068359376,163.35879959106444,-0.26720470518577755,1,0.005727549125433162,67.04226179474725,1.0346694826459193,1.1393938088964362,0
2024-04-15,183.6199951171875,0.030358014532118602,180.22400024414063,163.74319961547852,-0.2770866333968996,4,-0.008477819015718757,58.511070087414126,1.018843188856348,1.1213900519129103,0
2024-04-16,183.32000732421875,0.01402306577348038,180.6784002685547,164.11509963989258,-0.27826768769992616,5,-0.01265681514462158,61.482168646609665,1.0146204917230706,1.117020967153335,0
2024-04-17,181.27999877929688,0.025771797856434422,180.91400024414062,164.4888996887207,-0.286299217404343,6,-0.02511426859687005,53.24093937345545,1.002023052581129,1.1020804389983259,0
2024-04-18,179.22000122070312,0.020609497261288284,181.020400390625,164.81399963378905,-0.2944094440129798,7,-0.05199683508263919,47.5711821086262,0.990054164248688,1.0874076329615427,0
2024-04-19,174.6300048828125,0.031106620721271003,180.8556005859375,165.09289962768554,-0.3124802957369587,8,-0.061784772461809134,38.629850739733705,0.9655769813986669,1.0577681128421323,0
2024-04-22,177.22999572753906,0.024358525483919372,180.96800048828126,165.38789962768556,-0.30224411130890133,11,-0.03480012830612644,44.27151148426096,0.9793443882307565,1.071601949879719,0
2024-04-23,179.5399932861328,0.022181024863137454,181.170400390625,165.71299957275392,-0.2931496327317606,12,-0.02061975718449882,45.3393780419089,0.9910006982322894,1.0834394027567424,0
2024-04-24,176.58999633789062,0.02300775031825183,181.19800048828125,166.01569946289064,-0.3047637939453125,13,-0.02587159351824686,44.55792351802662,0.9745692328945503,1.0636945596664107,0
2024-04-25,173.6699981689453,0.044790141282292285,181.01880065917967,166.29149948120119,-0.31625984972856175,14,-0.030967542762836975,30.46604184718295,0.959403098112054,1.0443708710954178,0
2024-04-26,179.6199951171875,0.026377966034348065,181.07760070800782,166.6173994445801,-0.2928346648929626,15,0.028574644075189726,42.045114787479505,0.9919503815760694,1.0780386425184383,0
2024-04-29,180.9600067138672,0.022653895428992817,181.161201171875,166.97859954833984,-0.28755902868556227,18,0.021046160786813983,43.43463605209514,0.9988894175093433,1.0837317309124979,0
2024-04-30,175.0,0.045226145049584957,180.97280090332032,167.25979949951173,-0.3110236220472441,19,-0.02528680770805991,36.82310933334704,0.966996140450348,1.046276514282865,0
2024-05-01,179.0,0.04729132551615811,181.00080078125,167.6045994567871,-0.2952755905511811,20,0.013647452925351633,38.1625397240765,0.9889459009429019,1.0679897841714716,0
2024-05-02,184.72000122070312,0.02869782840060053,181.19640075683594,167.982999420166,-0.27275590070589323,21,0.06362643616203889,48.441984903746544,1.0194463049439697,1.0996350931838872,0
2024-05-03,186.2100067138672,0.013102288230756558,181.42960083007813,168.37089950561523,-0.26688973734697957,22,0.036688630307445624,52.927890398898526,1.0263485443495313,1.105951249655568,0
2024-05-06,188.6999969482422,0.021204621935402276,181.73880065917967,168.79899948120118,-0.25708662618802286,25,0.042771827736575174,55.79490503687979,1.0383033026729227,1.117897603233468,1
2024-05-07,188.75999450683594,0.013921262483077986,182.06160034179686,169.21179946899414,-0.2568504153274176,26,0.0786285400390625,58.415839204455125,1.0367919108283334,1.115525011253271,0
2024-05-08,188.0,0.010883446753958054,182.2852001953125,169.60339950561524,-0.25984251968503935,27,0.05027932960893855,60.17617293583596,1.0313508710447379,1.1084683476157309,0
