Date,Portfolio_Value,Cash,Position_Value
2024-01-02,100000.0,100000.0,0.0
2024-01-03,100000.0,100000.0,0.0
2024-01-04,100000.0,100000.0,0.0
2024-01-05,100000.0,100000.0,0.0
2024-01-08,100000.0,100000.0,0.0
2024-01-09,100000.0,100000.0,0.0
2024-01-10,100000.0,100000.0,0.0
2024-01-11,100000.0,100000.0,0.0
2024-01-12,100000.0,100000.0,0.0
2024-01-16,100000.0,100000.0,0.0
2024-01-17,100000.0,100000.0,0.0
2024-01-18,100000.0,100000.0,0.0
2024-01-19,100000.0,100000.0,0.0
2024-01-22,100000.0,100000.0,0.0
2024-01-23,100000.0,100000.0,0.0
2024-01-24,100000.0,100000.0,0.0
2024-01-25,100000.0,100000.0,0.0
2024-01-26,100000.0,100000.0,0.0
2024-01-29,100000.0,100000.0,0.0
2024-01-30,100000.0,100000.0,0.0
2024-01-31,100000.0,100000.0,0.0
2024-02-01,100000.0,100000.0,0.0
2024-02-02,100000.0,100000.0,0.0
2024-02-05,100000.0,100000.0,0.0
2024-02-06,100000.0,100000.0,0.0
2024-02-07,100000.0,100000.0,0.0
2024-02-08,100000.0,100000.0,0.0
2024-02-09,100000.0,100000.0,0.0
2024-02-12,100000.0,100000.0,0.0
2024-02-13,100000.0,100000.0,0.0
2024-02-14,100000.0,100000.0,0.0
2024-02-15,100000.0,100000.0,0.0
2024-02-16,100000.0,100000.0,0.0
2024-02-20,100000.0,100000.0,0.0
2024-02-21,99996.002997003,96999.0,2997.002997002997
2024-02-22,100487.53743442589,96999.0,3488.537434425885
2024-02-23,100499.93026696348,96999.0,3500.930266963483
2024-02-26,100512.14577326056,96999.0,3513.145773260563
2024-02-27,100494.77729525528,96999.0,3495.777295255283
2024-02-28,100448.67111649703,96999.0,3449.6711164970347
2024-02-29,100513.03342163088,96999.0,3514.0334216308797
2024-03-01,100653.70636213919,96999.0,3654.706362139191
2024-03-04,100785.09629090919,96999.0,3786.096290909194
2024-03-05,100817.56801439032,96999.0,3818.568014390311
2024-03-06,100939.10260504726,96999.0,3940.102605047257
2024-03-07,101115.40727011053,96999.0,4116.407270110539
2024-03-08,100887.04192641143,96999.0,3888.041926411432
2024-03-11,100809.12857375412,96999.0,3810.128573754122
2024-03-12,101081.82581663858,96999.0,4082.8258166385717
2024-03-13,101036.29467670235,96999.0,4037.2946767023464
2024-03-14,100905.52047346348,96999.0,3906.5204734634717
2024-03-15,100900.76724867223,96999.0,3901.767248672232
2024-03-18,100928.21992752928,96999.0,3929.219927529288
2024-03-19,100970.10858983285,96999.0,3971.1085898328515
2024-03-20,101013.37381912781,96999.0,4014.373819127815
2024-03-21,101060.5927793801,96999.0,4061.592779380096
2024-03-22,101187.36883533755,96999.0,4188.368835337546
2024-03-25,101215.00415470706,100031.53465055609,1183.4695041509674
2024-03-26,101184.59580000285,100031.53465055609,1153.0611494467537
2024-03-27,101155.80693203518,100031.53465055609,1124.27228147909
2024-03-28,101157.12747171326,100031.53465055609,1125.5928211571786
2024-04-01,101157.21466460532,100031.53465055609,1125.6800140492298
2024-04-02,101145.86608657686,100031.53465055609,1114.3314360207708
2024-04-03,101139.78692587849,100031.53465055609,1108.2522753224036
2024-04-04,101101.67992373936,100031.53465055609,1070.1452731832726
2024-04-05,101127.87782211542,100031.53465055609,1096.3431715593294
2024-04-08,101116.97756958971,100031.53465055609,1085.4429190336198
2024-04-09,101094.81583684265,100031.53465055609,1063.2811862865601
2024-04-10,101115.80659852579,100031.53465055609,1084.2719479697041
2024-04-11,101160.36635010142,100031.53465055609,1128.8316995453365
2024-04-12,101130.09529805383,100031.53465055609,1098.5606474977442
2024-04-15,101102.87590214309,100031.53465055609,1071.3412515870025
2024-04-16,101120.4905778664,100031.53465055609,1088.9559273103093
2024-04-17,101078.38477848058,100031.53465055609,1046.8501279244892
2024-04-18,101086.30763620934,100031.53465055609,1054.7729856532524
2024-04-19,100976.75549480625,97001.11119380011,3975.644301006129
2024-04-22,101149.86804966148,97001.11119380011,4148.756855861367
2024-04-23,101301.43248218227,97001.11119380011,4300.321288382156
2024-04-24,101158.16369246303,97001.11119380011,4157.0524986629125
2024-04-25,101312.33736369706,97001.11119380011,4311.226169896953
2024-04-26,101578.5800677838,97001.11119380011,4577.468873983685
2024-04-29,101579.72778237042,97001.11119380011,4578.616588570313
2024-04-30,101509.03302407124,97001.11119380011,4507.921830271119
2024-05-01,101333.67601418121,97001.11119380011,4332.564820381101
2024-05-02,101478.51066571678,97001.11119380011,4477.39947191666
2024-05-03,101633.5712073132,97001.11119380011,4632.460013513096
2024-05-06,101808.40533404838,97001.11119380011,4807.294140248276
2024-05-07,101725.6575814123,97001.11119380011,4724.546387612198
2024-05-08,101718.24960544407,97001.11119380011,4717.138411643959
2024-05-09,101631.37971759419,97001.11119380011,4630.268523794075
