Date,Ticker,Action,Price,Shares,Value,Signal_Probability
2024-02-21 00:00:00,NVDA,BUY,67.43819427490234,44.440736132200314,2997.002997002997,0.9551222920417786
2024-03-25 00:00:00,NVDA,SELL,94.9588394165039,44.440736132200314,4220.040725928832,0.9040420651435852
2024-04-19 00:00:00,NVDA,BUY,76.1653823852539,39.826245786748025,3033.3812393167705,0.946021556854248
2024-06-24 00:00:00,NVDA,BUY,118.0660400390625,26.114814404600178,3083.272723106211,0.9236882925033569
2024-07-10 00:00:00,NVDA,SELL,134.85980224609375,65.9410601913482,8892.798337302984,0.9874826669692993
2024-07-11 00:00:00,NVDA,BUY,127.35259246826172,24.467838190137,3116.042625607888,0.9408558011054993
2024-07-17 00:00:00,NVDA,BUY,117.94608306884766,26.359683815742816,3109.0214570001613,0.9962670207023621
2024-07-19 00:00:00,NVDA,BUY,117.8861083984375,26.371274717456938,3108.806949947103,0.9554938077926636
2024-07-25 00:00:00,NVDA,BUY,112.23819732666016,27.580775455603174,3095.6165180082944,0.9257155060768127
2024-07-30 00:00:00,NVDA,BUY,103.69139862060547,29.594110550934403,3068.6547139592053,0.9881530404090881
2024-08-05 00:00:00,NVDA,BUY,100.41261291503906,30.42773628256763,3055.328505222353,0.9807659387588501
2024-08-07 00:00:00,NVDA,BUY,98.8731918334961,30.8233561634871,3047.6036069046345,0.9746425151824951
2024-08-19 00:00:00,NVDA,SELL,129.9516143798828,195.62477517592905,25421.755346813603,0.9720482230186462
2024-08-29 00:00:00,NVDA,BUY,117.54622650146484,27.469189007896727,3228.899512933777,0.9704123139381409
2024-09-06 00:00:00,NVDA,BUY,102.79171752929688,31.292658249306772,3216.626087503563,0.9827234745025635
2024-10-01 00:00:00,NVDA,BUY,116.9664535522461,27.71275578421356,3241.4627622389544,0.9925858378410339
2024-10-15 00:00:00,NVDA,BUY,131.56228637695312,24.924793981813213,3279.1628837218677,0.9351133108139038
2024-10-21 00:00:00,NVDA,SELL,143.66880798339844,111.39939702323026,16004.618580396836,0.9690781831741333
2024-10-31 00:00:00,NVDA,BUY,132.72195434570312,25.00674723612003,3318.9443650068606,0.9748149514198303
2024-11-07 00:00:00,NVDA,SELL,148.83734130859375,25.00674723612003,3721.9377734001305,0.9935084581375122
2024-11-25 00:00:00,NVDA,BUY,135.9810028076172,24.49423864550962,3330.7511340254887,0.9231926798820496
2024-11-27 00:00:00,NVDA,BUY,135.3011932373047,24.612660229474393,3330.122297792239,0.9719951748847961
2024-12-05 00:00:00,NVDA,SELL,145.02841186523438,49.10689887498401,7121.895555465596,0.9762917160987854
2024-12-10 00:00:00,NVDA,BUY,135.04058837890625,24.76340662420341,3344.0650007985328,0.9335572123527527
2024-12-18 00:00:00,NVDA,BUY,128.88192749023438,25.91025880870611,3339.3640970368674,0.9980251789093018
2024-12-31 00:00:00,NVDA,BUY,134.26075744628906,24.93210147134957,3347.402828271131,0.9560369849205017
2025-01-06 00:00:00,NVDA,SELL,149.39744567871094,75.60576690425908,11295.308454076328,0.972105085849762
2025-01-14 00:00:00,NVDA,BUY,131.73129272460938,25.667419677726343,3381.202375051968,0.9614943265914917
2025-01-23 00:00:00,NVDA,SELL,147.1879425048828,25.667419677726343,3777.9346917738826,0.9737308025360107
2025-01-27 00:00:00,NVDA,BUY,118.39420318603516,28.656960083853164,3392.8179548618104,0.9845011234283447
2025-02-03 00:00:00,NVDA,BUY,116.63459777832031,29.07520692445382,3391.175064955105,0.9540724158287048
2025-03-03 00:00:00,NVDA,BUY,114.03515625,29.697383934418866,3386.545817177695,0.9788017272949219
2025-03-04 00:00:00,NVDA,BUY,115.96473693847656,29.245703969864945,3391.470367445948,0.9600881338119507
2025-03-06 00:00:00,NVDA,BUY,110.5459213256836,30.50669271212614,3372.3904524615014,0.9671117067337036
2025-03-07 00:00:00,NVDA,BUY,112.66545867919922,30.01460102434969,3381.6087914815207,0.9949630498886108
2025-03-10 00:00:00,NVDA,BUY,106.95669555664062,31.331938410210917,3351.1605977403437,0.969112753868103
2025-03-11 00:00:00,NVDA,BUY,108.73631286621094,30.920232716660554,3362.1520985748534,0.976545512676239
2025-03-26 00:00:00,NVDA,BUY,113.74568939208984,29.873396504701162,3397.9700799104808,0.9542778134346008
2025-03-31 00:00:00,NVDA,BUY,108.36636352539062,30.954425713058303,3354.418549540975,0.9921034574508667
2025-04-03 00:00:00,NVDA,BUY,101.78719329833984,32.37224678340676,3295.080140844184,0.9370917081832886
2025-04-04 00:00:00,NVDA,BUY,94.29813385009766,34.15008496118485,3220.2892826620164,0.9780705571174622
2025-04-07 00:00:00,NVDA,BUY,97.6277084350586,33.35902047666666,3256.764724775162,0.975897490978241
2025-04-08 00:00:00,NVDA,BUY,96.28788757324219,33.65500170758071,3240.569020696805,0.9868277311325073
2025-06-25 00:00:00,NVDA,SELL,154.30130004882812,433.8128959225366,66937.89381879437,0.9659309387207031
