Date,Ticker,Action,Price,Shares,Value,Signal_Probability
2024-02-21 00:00:00,NVDA,BUY,67.43818664550781,44.440741159854916,2997.0029970029973,0.9551222920417786
2024-03-25 00:00:00,NVDA,SELL,94.9588394165039,44.440741159854916,4220.041203349078,0.9040420651435852
2024-04-19 00:00:00,NVDA,BUY,76.16539001464844,39.82624198507182,3033.381253610761,0.946021556854248
2024-06-24 00:00:00,NVDA,BUY,118.06604766845703,26.114812797697333,3083.272732625765,0.9236882925033569
2024-07-10 00:00:00,NVDA,SELL,134.85980224609375,32.97052739138458,4446.398803951542,0.9874826669692993
2024-07-11 00:00:00,NVDA,BUY,127.35260009765625,24.41063472063447,3108.7578017069245,0.9408558011054993
2024-07-17 00:00:00,NVDA,BUY,117.94608306884766,26.219252490826456,3092.458132286108,0.9962670207023621
2024-07-19 00:00:00,NVDA,BUY,117.88611602783203,26.23027492589785,3092.185233356327,0.9554938077926636
2024-07-25 00:00:00,NVDA,BUY,112.23820495605469,27.38347217377095,3073.4717622481244,0.9440666437149048
2024-07-30 00:00:00,NVDA,BUY,103.69139099121094,29.300431606734662,3038.202509945159,0.9881530404090881
2024-08-05 00:00:00,NVDA,BUY,100.41261291503906,30.09302146219279,3021.7189155271276,0.9807659387588501
2024-08-07 00:00:00,NVDA,BUY,98.8731918334961,30.468598638356188,3012.5275980679894,0.9746425151824951
2024-08-19 00:00:00,NVDA,SELL,129.9516143798828,25.230690378866434,3278.7689466526704,0.9720482230186462
2024-08-29 00:00:00,NVDA,BUY,117.54623413085938,26.787235446347893,3148.7386494948646,0.9704123139381409
2024-09-06 00:00:00,NVDA,BUY,102.79173278808594,29.64746734513907,3047.514541185039,0.9827234745025635
2024-10-01 00:00:00,NVDA,BUY,116.9664535522461,26.991628127463244,3157.1150176704286,0.9925858378410339
2024-10-15 00:00:00,NVDA,BUY,131.56228637695312,24.94467935500232,3281.779048884086,0.9571637511253357
2024-10-21 00:00:00,NVDA,SELL,143.66880798339844,23.86281025422185,3428.34150435807,0.9690781831741333
