Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,Volatility,MA_25,MA_100,RSI_14,Month_Growth_Rate,STOCH_%K,STOCH_%D,Roll_Vol_20d,Vol_zscore,Ulcer_Index,Return_Entropy_50d,VIX,Growth_Since_Last_Bottom,Days_Since_Last_Bottom,Week_Growth_Rate,Days_Since_Last_Peak,Decline_Since_Last_Peak,One_Week_Growth,RSI,Price_to_MA25,Price_to_MA100,Dip_Probability,Predicted_Dip,Sell_Probability,Sell_Signal
2024-02-01,151.12437658503913,151.74132120027073,148.69454344764688,151.5704803466797,6542100,0.0,0.0,-0.0030685602391062883,0.02016072999916994,151.5704803466797,151.5704803466797,65.66244206270378,0.0,94.39273660693108,94.39273660693108,0.0008373216988958131,-0.7071067811865475,0.0,2.2718685126965625,13.880000114440918,0.0,0,0.0,0,-0.3038251855564788,0.0,50.0,1.0,1.0,0.0004327641,False,0.00071032875,False
2024-02-02,150.32707812238687,151.674875628989,149.74809336054858,151.10537719726562,4922400,0.0,0.0,-0.0030685602391062883,0.012817266805862936,151.33792877197266,151.33792877197266,65.66244206270378,-0.003068560239106289,79.12732550126313,86.76003105409711,0.0008373216988958131,-0.7071067811865475,0.002169799753551471,2.2718685126965625,13.850000381469727,0.0,0,-0.003068560239106289,1,-0.3059614399115474,0.0,50.0,0.9984633622476925,0.9984633622476925,0.0005592633,False,0.00015209886,False
2024-02-05,151.8552222689434,151.8552222689434,149.57724295018454,150.8206329345703,4190100,0.0,0.0,-0.0018844085364585483,0.01500099426758237,151.16549682617188,151.16549682617188,65.66244206270378,-0.004947186354455604,67.26686282066773,80.26230830962065,0.0008373216988958131,-0.7071067811865475,0.0033610868662153404,2.2538575896013517,13.670000076293945,0.0,0,-0.004947186354455604,4,-0.30726929209880943,0.0,50.0,0.9977186335583038,0.9977186335583038,0.0006967783,False,0.00014625477,False
2024-02-06,151.07690761094298,151.57995829596442,149.33046695038004,150.3175811767578,4139800,0.0,0.0,-0.0033354306239434806,0.014889710023568398,150.95351791381836,150.95351791381836,65.66244206270378,-0.008266115981530047,51.35092240866012,73.03446183438051,0.0007723233514916559,-0.7071067811865475,0.005055180219014013,2.2450352741261774,13.0600004196167,0.0,0,-0.008266115981530047,5,-0.3095798473160891,0.0,50.0,0.9957872016111369,0.9957872016111369,0.0020753131,False,0.00014714077,False
2024-02-07,151.79825847941274,152.13995464777108,150.18469887219993,150.69725036621094,4627900,0.0,0.0,0.002525780327762739,0.01288062060235245,150.9022644042969,150.9022644042969,65.66244206270378,-0.005761214046900519,58.126789582963745,70.05292738409716,0.002718441743784091,1.1542012947969995,0.005204055639230736,2.2055983590263937,12.829999923706055,0.0025257803277626825,1,-0.005761214046900519,6,-0.3078359976765492,0.0,50.0,0.9986414117846723,0.9986414117846723,0.00045072916,False,0.0001098664,False
2024-02-08,151.209778267999,152.87079839243705,150.7067276175192,152.06402587890625,3487700,0.0,0.0,0.009069677843317692,0.014311711846322106,151.09589131673178,151.09589131673178,65.66244206270378,0.0032562114410253245,80.68191419833597,71.8244251864703,0.0052569822574932805,1.3558555003394006,0.007414264415106954,2.21106887114461,12.789999961853027,0.011618366184956106,2,0.0032562114410253245,0,-0.3015582931607341,0.0032562114410252807,50.0,1.0064074181881295,1.0064074181881295,0.00096610474,False,0.00021435444,False
2024-02-09,153.0796213779952,154.21860376813672,152.46267680752806,154.14266967773438,3919500,0.0,0.0,0.013669530231189775,0.011470677447475522,151.53114536830358,151.53114536830358,65.66244206270378,0.016970252552947287,98.62539353307407,75.65313495027083,0.007092992857923255,1.3496391717741703,0.018625879668054745,2.1660849392498287,12.930000305175781,0.025446714023948117,3,0.02010049236370731,0,-0.29201092313437105,0.020100492363707367,50.0,1.0172342412055513,1.0172342412055513,0.00023207333,False,0.00029755905,False
2024-02-12,154.14266198837382,154.56029222327996,152.86131229448944,152.88978576660156,3853000,0.0,0.0,-0.008128079744253891,0.011022126560385124,151.70097541809082,151.70097541809082,65.66244206270378,0.008704237242662904,71.52100233787968,75.13661837372194,0.007686214445290209,1.1853427154209553,0.017658317566344395,2.180839527058621,13.930000305175781,0.017111801358878343,4,0.013719295508651653,3,-0.29776551480919555,0.013719295508651586,50.0,1.007836537274954,1.007836537274954,0.00030739442,False,0.00019300879,False
2024-02-13,150.21315927111237,151.3141817714258,147.55553872959126,148.87486267089844,5357900,0.0,0.0,-0.026260244107034203,0.025022062381703555,151.386962890625,151.386962890625,65.66244206270378,-0.017784582259129197,18.83469478970088,68.88084908660849,0.012055567008014457,1.6656109912613872,0.02017273119339266,2.2451715894115165,15.850000381469727,0.0,0,-0.009597802828951115,4,-0.3162063638106836,-0.009597802828951063,50.0,0.9834060993644379,0.9834060993644379,0.00029522975,False,0.000121186255,False
2024-02-14,149.82402965882642,150.95351124291417,148.60911317065808,149.84300231933594,4528000,0.0,0.0,0.006503043099879591,0.015647677329161898,151.2325668334961,151.2325668334961,65.66244206270378,-0.011397193064194127,32.65587563938812,65.25835174188646,0.011642166527887502,1.2697084445718638,0.021072568034615467,2.2326944771870663,14.380000114440918,0.006503043099879539,1,-0.005668637249844195,5,-0.31175962432312115,-0.005668637249844233,50.0,0.9908117375559059,0.9908117375559059,0.00031847256,False,0.00015350926,False
