Date,Close,Volatility,MA_25,MA_100,Growth_Since_Last_Bottom,Days_Since_Last_Bottom,One_Week_Growth,Target
2005-01-03,82.5643310546875,0.015301091211811075,81.22982147216797,81.4020295715332,0.0,0,-0.010806355868929196,0
2005-01-04,81.55540466308594,0.017433160302852736,81.22982147216797,81.4020295715332,0.0,0,-0.010806355868929196,0
2005-01-05,80.99263763427734,0.010527202480112293,81.22982147216797,81.4020295715332,0.0,0,-0.010806355868929196,0
2005-01-06,81.4044189453125,0.007514347950885243,81.22982147216797,81.4020295715332,0.005084182007932089,1,-0.010806355868929196,0
2005-01-07,81.28773498535156,0.009246079618634016,81.22982147216797,81.4020295715332,0.0036435083446316728,2,-0.010806355868929196,0
2005-01-10,81.67211151123047,0.009464279037022605,81.22982147216797,81.4020295715332,0.00838932891679973,3,-0.010806355868929196,0
2005-01-11,81.10929870605469,0.006321645346075699,81.22982147216797,81.4020295715332,0.0014403910674464931,4,-0.005469974171229519,0
2005-01-12,81.37699890136719,0.011148645927472575,81.22982147216797,81.4020295715332,0.004745632174932108,5,0.0047456321749321795,0
2005-01-13,80.7249526977539,0.010367526662689025,81.22982147216797,81.4020295715332,0.0,0,-0.008346798077571882,0
2005-01-14,81.15048217773438,0.006527054633371365,81.22982147216797,81.4020295715332,0.005271350007149756,1,-0.001688481142227971,0
2005-01-18,81.99467468261719,0.014146596824801738,81.22982147216797,81.4020295715332,0.015728990137873565,2,0.003949489800350703,0
2005-01-19,81.13677215576172,0.010968747845988079,81.22982147216797,81.4020295715332,0.005101513772943604,3,0.0003387213321446314,0
2005-01-20,80.64258575439453,0.007719026528341292,81.22982147216797,81.4020295715332,0.0,0,-0.009024824666522768,0
2005-01-21,80.14844512939453,0.011461061750812343,81.22982147216797,81.4020295715332,0.0,0,-0.007141627825015928,0
2005-01-24,79.9906005859375,0.008284171335264733,81.22982147216797,81.4020295715332,0.0,0,-0.014292972274108307,0
2005-01-25,80.21707153320312,0.006415190971746351,81.22982147216797,81.4020295715332,0.0028312194883737254,1,-0.021679495117149505,0
2005-01-26,80.457275390625,0.004773248892349251,81.22982147216797,81.4020295715332,0.005834120525025066,2,-0.008374707880075105,0
2005-01-27,80.59455108642578,0.006570497713330006,81.22982147216797,81.4020295715332,0.007550268357335685,3,-0.0005956489058404069,0
2005-01-28,80.59455108642578,0.008000701834178062,81.22982147216797,81.4020295715332,0.007550268357335685,4,0.0055659963996936845,0
2005-01-31,81.09559631347656,0.004578218986850077,81.22982147216797,81.4020295715332,0.013814069646244447,5,0.013814069646244542,0
2005-02-01,81.61029052734375,0.008287554815506176,81.22982147216797,81.4020295715332,0.02024850331841357,6,0.01736811089599488,0
2005-02-02,81.85739135742188,0.0057953538229509,81.22982147216797,81.4020295715332,0.023337626643755445,7,0.017401980864989897,0
2005-02-03,81.64463806152344,0.004955518052944531,81.22982147216797,81.4020295715332,0.020677897946383472,8,0.013029255215673219,0
2005-02-04,82.51628112792969,0.012184848304556246,81.22982147216797,81.4020295715332,0.03157471657283952,9,0.023844416472313723,0
2005-02-07,82.40644073486328,0.0046569443542100195,81.22982147216797,81.4020295715332,0.0302015503225324,10,0.016164187464873248,0
2005-02-08,82.50255584716797,0.004826511108365681,81.22735046386718,81.4020295715332,0.031403130403199836,11,0.010933245232416677,0
2005-02-09,81.88482666015625,0.01029727522524827,81.24052734375,81.4020295715332,0.02368060822575895,12,0.0003351597489171798,0
2005-02-10,82.17999267578125,0.006351282664021786,81.28802154541016,81.4020295715332,0.027370616970072474,13,0.0065571313312013935,0
2005-02-11,82.88687896728516,0.01319968146480303,81.34731994628906,81.4020295715332,0.03620773391038681,14,0.0044912086959045805,0
2005-02-14,82.8250961303711,0.003148539611658938,81.40881439208984,81.4020295715332,0.03543535770041341,15,0.005080372259430588,0
2005-02-15,83.13394165039062,0.00620860911467559,81.46728759765625,81.4020295715332,0.039296380342539024,16,0.007652924163855879,0
2005-02-16,83.18887329101562,0.006532712424821954,81.55047058105468,81.4020295715332,0.03998310653564948,17,0.01592537572646413,0
2005-02-17,82.51628112792969,0.009156154249071723,81.59604187011719,81.4020295715332,0.03157471657283952,18,0.0040920963996087245,0
2005-02-18,82.62606048583984,0.004823701275442719,81.67208618164062,81.4020295715332,0.03294711979404318,19,-0.0031466799654533695,0
2005-02-22,81.39752197265625,0.015763130655511375,81.6819677734375,81.4020295715332,0.01758858386376573,20,-0.017236009668709196,0
2005-02-23,81.98094940185547,0.007987866356718153,81.68141876220703,81.4020295715332,0.024882283685064316,21,-0.01386909156050753,0
2005-02-24,82.52311706542969,0.011237809140365457,81.73687255859375,81.4020295715332,0.0316601758324266,22,-0.008002947981480157,0
2005-02-25,83.33982849121094,0.012388774468760461,81.8447622680664,81.4020295715332,0.04187026826577219,23,0.00998042267567123,0
2005-02-28,82.79078674316406,0.010400347671157975,81.95045593261719,81.4020295715332,0.03500643996563317,24,0.001993635619992329,0
2005-03-01,83.20257568359375,0.006124796106924859,82.07893493652344,81.4020295715332,0.04015440656937537,25,0.02217578210235782,0
2005-03-02,83.16140747070312,0.010599525974278302,82.19670837402344,81.4020295715332,0.03963974343909425,26,0.014399175387214358,0
2005-03-03,83.19569396972656,0.009863591496919073,82.3062451171875,81.4020295715332,0.0400683750379607,27,0.008150163593113158,0
2005-03-04,84.23204040527344,0.008521105198877428,82.4517446899414,81.4020295715332,0.053024227700092935,28,0.010705708545543757,0
2005-03-07,84.27322387695312,0.006929711794747463,82.5988916015625,81.4020295715332,0.05353908158764992,29,0.017905822520903447,0
2005-03-08,83.95751953125,0.007255232762151841,82.71336853027344,81.4020295715332,0.04959231355002342,30,0.009073563425814779,0
2005-03-09,83.02413940429688,0.010904335637810302,82.76992248535156,81.4020295715332,0.03792369098542157,31,-0.0016506222126484449,0
2005-03-10,83.20946502685547,0.009075895229525826,82.8240054321289,81.4020295715332,0.04024053347942797,32,0.00016552608039921424,0
2005-03-11,82.62606048583984,0.012859595993646325,82.86326232910156,81.4020295715332,0.03294711979404318,33,-0.01906614052926403,0
2005-03-14,83.14080810546875,0.0072962845399155785,82.88824340820312,81.4020295715332,0.03938222111667783,34,-0.013437432667080751,0
